,agency,sku,volume,date,industry_volume,soda_volume,avg_max_temp,price_regular,price_actual,discount,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,discount_in_percent,timeseries
4424,Agency_13,SKU_05,1346.5647,2015-11-01,561516727,798860058,24.29531915,1511.7066439999999,1290.615266,221.091378,1520066,110666,0,0,0,0,0,0,1,0,0,0,1,0,14.62528321070209,278
4427,Agency_53,SKU_02,6603.12,2015-11-01,561516727,798860058,27.37191011,1417.452627,1339.2775279999998,78.175099,1729177,111048,0,0,0,0,0,0,1,0,0,0,1,0,5.515182483767058,239
4428,Agency_27,SKU_04,3757.8312,2015-11-01,561516727,798860058,30.88918919,2036.296449,1789.2124170000002,247.08403199999998,1588818,218862,0,0,0,0,0,0,1,0,0,0,1,0,12.133991203556825,166
4429,Agency_03,SKU_03,8273.457,2015-11-01,561516727,798860058,24.8,1533.675352,1293.131335,240.544017,1538040,217280,0,0,0,0,0,0,1,0,0,0,1,0,15.684154843221346,201
4430,Agency_53,SKU_05,6107.4342,2015-11-01,561516727,798860058,27.37191011,1487.216686,1345.144088,142.072598,1729177,111048,0,0,0,0,0,0,1,0,0,0,1,0,9.552918504573583,238
4431,Agency_57,SKU_01,7865.64,2015-11-01,561516727,798860058,24.29531915,1405.818914,1269.925043,135.893871,2212416,187351,0,0,0,0,0,0,1,0,0,0,1,0,9.666527434414643,35
4432,Agency_57,SKU_07,126.9975,2015-11-01,561516727,798860058,24.29531915,1456.168854,1390.5258310000002,65.643023,2212416,187351,0,0,0,0,0,0,1,0,0,0,1,0,4.507926592419755,41
4433,Agency_28,SKU_01,17.064,2015-11-01,561516727,798860058,31.74117647,1404.0401789999999,1369.434152,34.606027000000005,68666,133669,0,0,0,0,0,0,1,0,0,0,1,0,2.4647462029646094,28
4434,Agency_57,SKU_23,0.0,2015-11-01,561516727,798860058,24.29531915,0.0,0.0,0.0,2212416,187351,0,0,0,0,0,0,1,0,0,0,1,0,0.0,40
4426,Agency_17,SKU_05,590.436,2015-11-01,561516727,798860058,24.29531915,1513.9712880000002,1405.97405,107.997238,147910,123013,0,0,0,0,0,0,1,0,0,0,1,0,7.1333742493008225,258
4548,Agency_42,SKU_05,459.1215,2015-11-01,561516727,798860058,27.37191011,1633.920678,1328.623147,305.297531,175794,110057,0,0,0,0,0,0,1,0,0,0,1,0,18.684966480361783,348
6299,Agency_11,SKU_04,143.6472,2015-12-01,568138672,822672453,26.95833333,2091.7988960000002,1921.376393,170.422503,135561,100461,0,0,0,1,0,0,0,0,0,0,0,0,8.147174344813306,15
5951,Agency_46,SKU_05,5390.54025,2015-12-01,568138672,822672453,24.403000000000002,1527.287566,1417.14803,110.139536,1709754,212229,0,0,0,1,0,0,0,0,0,0,0,0,7.211447172876414,319
5950,Agency_46,SKU_02,5262.3,2015-12-01,568138672,822672453,24.403000000000002,1434.109303,1306.477003,127.6323,1709754,212229,0,0,0,1,0,0,0,0,0,0,0,0,8.899760968916887,320
6125,Agency_17,SKU_04,320.5224,2015-12-01,568138672,822672453,23.44774775,2085.871803,1781.181807,304.689996,147910,123013,0,0,0,1,0,0,0,0,0,0,0,0,14.607321291834923,256
6062,Agency_25,SKU_05,883.80075,2015-12-01,568138672,822672453,27.30823529,1498.23564,1320.76971,177.46593000000001,53598,95032,0,0,0,1,0,0,0,0,0,0,0,0,11.844994556397017,229
6063,Agency_60,SKU_05,2383.0229999999997,2015-12-01,568138672,822672453,23.44774775,1536.9325390000001,1410.333494,126.59904499999999,2180611,211936,0,0,0,1,0,0,0,0,0,0,0,0,8.237124388190207,188
6064,Agency_40,SKU_04,0.0,2015-12-01,568138672,822672453,25.31692308,0.0,0.0,0.0,143299,137912,0,0,0,1,0,0,0,0,0,0,0,0,0.0,313
6065,Agency_25,SKU_04,32.9085,2015-12-01,568138672,822672453,27.30823529,2081.345276,1587.014973,494.330303,53598,95032,0,0,0,1,0,0,0,0,0,0,0,0,23.75051889276251,227
6066,Agency_44,SKU_01,0.0,2015-12-01,568138672,822672453,23.09781022,0.0,0.0,0.0,31613,121781,0,0,0,1,0,0,0,0,0,0,0,0,0.0,126
6067,Agency_49,SKU_23,0.0,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1880416,154532,0,0,0,1,0,0,0,0,0,0,0,0,0.0,211
6068,Agency_44,SKU_02,0.0,2015-12-01,568138672,822672453,23.09781022,0.0,0.0,0.0,31613,121781,0,0,0,1,0,0,0,0,0,0,0,0,0.0,130
6069,Agency_44,SKU_05,0.0,2015-12-01,568138672,822672453,23.09781022,0.0,0.0,0.0,31613,121781,0,0,0,1,0,0,0,0,0,0,0,0,0.0,129
6070,Agency_29,SKU_08,3.4506,2015-12-01,568138672,822672453,29.89333333,1648.014476,1525.275822,122.738654,28329,93614,0,0,0,1,0,0,0,0,0,0,0,0,7.447668439048346,178
6071,Agency_53,SKU_01,4729.428,2015-12-01,568138672,822672453,25.34382022,1423.977312,1341.142044,82.835268,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,5.81717610961487,235
6072,Agency_20,SKU_01,3695.328,2015-12-01,568138672,822672453,23.44774775,1435.716391,1273.3082880000002,162.408103,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,11.31199058658654,101
6073,Agency_56,SKU_03,5357.1255,2015-12-01,568138672,822672453,22.87647059,1555.421233,1161.348233,394.07300000000004,1901290,206553,0,0,0,1,0,0,0,0,0,0,0,0,25.335452007424152,73
6074,Agency_29,SKU_03,8.2062,2015-12-01,568138672,822672453,29.89333333,1633.963588,948.2515353,685.7120527000001,28329,93614,0,0,0,1,0,0,0,0,0,0,0,0,41.966177076156484,174
6075,Agency_53,SKU_07,18.1425,2015-12-01,568138672,822672453,25.34382022,1319.855638,1224.850258,95.00538,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,7.198164501078565,240
6076,Agency_25,SKU_03,0.0,2015-12-01,568138672,822672453,27.30823529,0.0,0.0,0.0,53598,95032,0,0,0,1,0,0,0,0,0,0,0,0,0.0,228
6077,Agency_20,SKU_07,4.8675,2015-12-01,568138672,822672453,23.44774775,1394.735058,1387.5454949999998,7.189563000000001,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.5154787612716624,108
6078,Agency_12,SKU_04,3238.9635,2015-12-01,568138672,822672453,23.44774775,2116.089755,1763.442164,352.64759100000003,1596955,205376,0,0,0,1,0,0,0,0,0,0,0,0,16.665058283409156,77
6061,Agency_58,SKU_17,0.0,2015-12-01,568138672,822672453,23.44774775,0.0,0.0,0.0,1620969,105857,0,0,0,1,0,0,0,0,0,0,0,0,0.0,225
6060,Agency_53,SKU_15,0.0,2015-12-01,568138672,822672453,25.34382022,0.0,0.0,0.0,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,0.0,241
6059,Agency_38,SKU_04,1599.80025,2015-12-01,568138672,822672453,23.44774775,2108.302673,1951.249405,157.053268,1515841,173884,0,0,0,1,0,0,0,0,0,0,0,0,7.4492751923765175,268
6058,Agency_60,SKU_02,4343.112,2015-12-01,568138672,822672453,23.44774775,1431.225451,1292.422826,138.802625,2180611,211936,0,0,0,1,0,0,0,0,0,0,0,0,9.69816634430434,189
6040,Agency_33,SKU_04,23.7708,2015-12-01,568138672,822672453,25.98571429,2110.828601,1889.7308050000001,221.097796,39719,91375,0,0,0,1,0,0,0,0,0,0,0,0,10.474455192394846,292
6041,Agency_19,SKU_03,45.1764,2015-12-01,568138672,822672453,28.7796875,1545.947834,1346.014483,199.933351,48146,122042,0,0,0,1,0,0,0,0,0,0,0,0,12.932735930855477,161
6042,Agency_56,SKU_05,239.3694,2015-12-01,568138672,822672453,22.87647059,1623.039807,1458.834856,164.204951,1901290,206553,0,0,0,1,0,0,0,0,0,0,0,0,10.11712407125206,74
6043,Agency_53,SKU_24,0.0,2015-12-01,568138672,822672453,25.34382022,0.0,0.0,0.0,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,0.0,242
6044,Agency_33,SKU_03,4.0608,2015-12-01,568138672,822672453,25.98571429,1515.465426,1426.296542,89.16888399999999,39719,91375,0,0,0,1,0,0,0,0,0,0,0,0,5.88392730511557,293
6045,Agency_29,SKU_06,23.544,2015-12-01,568138672,822672453,29.89333333,1431.125,849.2201835000001,581.9048165,28329,93614,0,0,0,1,0,0,0,0,0,0,0,0,40.66065623198533,176
6046,Agency_33,SKU_18,9.8136,2015-12-01,568138672,822672453,25.98571429,1497.3622070000001,1427.619222,69.742985,39719,91375,0,0,0,1,0,0,0,0,0,0,0,0,4.657723072878384,294
6047,Agency_55,SKU_01,3766.176,2015-12-01,568138672,822672453,22.87647059,1430.509109,1194.332822,236.176287,2025793,238553,0,0,0,1,0,0,0,0,0,0,0,0,16.50994639000233,287
6079,Agency_38,SKU_03,1675.84125,2015-12-01,568138672,822672453,23.44774775,1479.674926,1431.3579619999998,48.316964,1515841,173884,0,0,0,1,0,0,0,0,0,0,0,0,3.265376952126578,269
6048,Agency_60,SKU_01,12845.1975,2015-12-01,568138672,822672453,23.44774775,1428.4015259999999,1291.253162,137.148364,2180611,211936,0,0,0,1,0,0,0,0,0,0,0,0,9.601527406937256,185
6050,Agency_44,SKU_03,0.0,2015-12-01,568138672,822672453,23.09781022,0.0,0.0,0.0,31613,121781,0,0,0,1,0,0,0,0,0,0,0,0,0.0,128
6051,Agency_29,SKU_04,47.2221,2015-12-01,568138672,822672453,29.89333333,2198.651966,1910.9067730000002,287.74519300000003,28329,93614,0,0,0,1,0,0,0,0,0,0,0,0,13.087346130706349,173
6052,Agency_60,SKU_07,80.535,2015-12-01,568138672,822672453,23.44774775,1443.760337,1396.8513779999998,46.908959,2180611,211936,0,0,0,1,0,0,0,0,0,0,0,0,3.2490821224160005,191
6053,Agency_48,SKU_07,2.2125,2015-12-01,568138672,822672453,24.403000000000002,1486.5406779999998,1486.5406779999998,0.0,1739969,210213,0,0,0,1,0,0,0,0,0,0,0,0,0.0,156
6054,Agency_51,SKU_02,4102.164000000001,2015-12-01,568138672,822672453,24.403000000000002,1439.8583130000002,1248.790949,191.067364,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,13.269872616973249,264
6055,Agency_51,SKU_05,3762.9435,2015-12-01,568138672,822672453,24.403000000000002,1535.1916429999999,1366.011935,169.179708,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,11.020103501175717,263
6056,Agency_56,SKU_04,3682.7490000000003,2015-12-01,568138672,822672453,22.87647059,2136.3105530000003,1454.738654,681.571899,1901290,206553,0,0,0,1,0,0,0,0,0,0,0,0,31.90415822469609,72
6057,Agency_48,SKU_03,10101.495,2015-12-01,568138672,822672453,24.403000000000002,1579.294372,1399.677325,179.61704699999999,1739969,210213,0,0,0,1,0,0,0,0,0,0,0,0,11.373246823677022,152
6049,Agency_55,SKU_03,5242.32375,2015-12-01,568138672,822672453,22.87647059,1555.509448,1193.346402,362.163046,2025793,238553,0,0,0,1,0,0,0,0,0,0,0,0,23.282600209574554,289
6080,Agency_51,SKU_04,4505.84475,2015-12-01,568138672,822672453,24.403000000000002,2117.6077609999998,1789.4672510000003,328.14051,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,15.495811643844842,261
6081,Agency_44,SKU_04,0.0,2015-12-01,568138672,822672453,23.09781022,0.0,0.0,0.0,31613,121781,0,0,0,1,0,0,0,0,0,0,0,0,0.0,127
6082,Agency_53,SKU_02,7570.8,2015-12-01,568138672,822672453,25.34382022,1426.415263,1341.679412,84.735851,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,5.940475624313338,239
6105,Agency_20,SKU_04,2548.2045,2015-12-01,568138672,822672453,23.44774775,2096.502241,1774.583805,321.918436,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,15.355024655086927,102
6106,Agency_49,SKU_34,46.905,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1880416,154532,0,0,0,1,0,0,0,0,0,0,0,0,0.0,210
6107,Agency_49,SKU_04,4811.41425,2015-12-01,568138672,822672453,24.403000000000002,2090.953345,1746.290622,344.66272299999997,1880416,154532,0,0,0,1,0,0,0,0,0,0,0,0,16.483520487158454,206
6108,Agency_07,SKU_03,335.86199999999997,2015-12-01,568138672,822672453,26.95833333,1577.605047,1479.853715,97.75133199999999,1868030,175785,0,0,0,1,0,0,0,0,0,0,0,0,6.1961852990953314,297
6109,Agency_13,SKU_01,7456.2119999999995,2015-12-01,568138672,822672453,23.44774775,1422.983034,1289.932874,133.05016,1520066,110666,0,0,0,1,0,0,0,0,0,0,0,0,9.350087585092037,275
6110,Agency_17,SKU_01,105.624,2015-12-01,568138672,822672453,23.44774775,1444.510285,1338.293249,106.21703600000001,147910,123013,0,0,0,1,0,0,0,0,0,0,0,0,7.353151936886347,255
6111,Agency_60,SKU_03,316.9962,2015-12-01,568138672,822672453,23.44774775,1495.4453310000001,1397.033556,98.411775,2180611,211936,0,0,0,1,0,0,0,0,0,0,0,0,6.580767144071547,187
6112,Agency_13,SKU_07,15.4875,2015-12-01,568138672,822672453,23.44774775,1496.589298,1462.3744800000002,34.214818,1520066,110666,0,0,0,1,0,0,0,0,0,0,0,0,2.286186199896239,280
6104,Agency_52,SKU_04,357.0732,2015-12-01,568138672,822672453,31.08227848,2106.781943,1708.6212440000002,398.160699,149811,131764,0,0,0,1,0,0,0,0,0,0,0,0,18.89899903133924,44
6113,Agency_34,SKU_03,4.6530000000000005,2015-12-01,568138672,822672453,25.84,1510.527563,1426.807544,83.720019,12271,97222,0,0,0,1,0,0,0,0,0,0,0,0,5.54243570595474,110
6115,Agency_17,SKU_02,986.688,2015-12-01,568138672,822672453,23.44774775,1442.361735,1332.721719,109.64001599999999,147910,123013,0,0,0,1,0,0,0,0,0,0,0,0,7.601422953722492,259
6116,Agency_52,SKU_03,21.573,2015-12-01,568138672,822672453,31.08227848,1501.000626,1466.610138,34.390488,149811,131764,0,0,0,1,0,0,0,0,0,0,0,0,2.291170796620307,45
6117,Agency_13,SKU_05,1801.149,2015-12-01,568138672,822672453,23.44774775,1516.624204,1354.480177,162.144027,1520066,110666,0,0,0,1,0,0,0,0,0,0,0,0,10.691114290036742,278
6118,Agency_17,SKU_05,843.927,2015-12-01,568138672,822672453,23.44774775,1519.677547,1400.059959,119.61758799999998,147910,123013,0,0,0,1,0,0,0,0,0,0,0,0,7.871247965473822,258
6119,Agency_20,SKU_03,111.4182,2015-12-01,568138672,822672453,23.44774775,1490.185009,1341.754709,148.4303,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,9.960528330613476,103
6120,Agency_51,SKU_17,0.0,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,0.0,266
6121,Agency_49,SKU_03,11342.1525,2015-12-01,568138672,822672453,24.403000000000002,1575.154402,1269.923625,305.230777,1880416,154532,0,0,0,1,0,0,0,0,0,0,0,0,19.37783220568367,207
6122,Agency_12,SKU_01,20423.775,2015-12-01,568138672,822672453,23.44774775,1450.2175439999999,1027.497617,422.7199269999999,1596955,205376,0,0,0,1,0,0,0,0,0,0,0,0,29.148725220496985,76
6114,Agency_13,SKU_02,4505.8679999999995,2015-12-01,568138672,822672453,23.44774775,1422.243215,1295.0413839999999,127.201831,1520066,110666,0,0,0,1,0,0,0,0,0,0,0,0,8.94374672759469,279
6039,Agency_53,SKU_03,226.2204,2015-12-01,568138672,822672453,25.34382022,1590.371015,1540.0693039999999,50.301711,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,3.162891584766464,237
6103,Agency_20,SKU_23,0.0,2015-12-01,568138672,822672453,23.44774775,0.0,0.0,0.0,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.0,106
6101,Agency_51,SKU_03,4085.757,2015-12-01,568138672,822672453,24.403000000000002,1578.726592,1435.499618,143.226974,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,9.072310223048426,262
6083,Agency_20,SKU_02,11599.4175,2015-12-01,568138672,822672453,23.44774775,1435.5202160000001,1267.621661,167.89855500000002,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,11.696007700110298,105
6084,Agency_40,SKU_03,19.7118,2015-12-01,568138672,822672453,25.31692308,1541.279487,1433.367253,107.91223400000001,143299,137912,0,0,0,1,0,0,0,0,0,0,0,0,7.001470850043176,314
6085,Agency_53,SKU_05,6798.38475,2015-12-01,568138672,822672453,25.34382022,1522.596552,1461.969513,60.627039,1729177,111048,0,0,0,1,0,0,0,0,0,0,0,0,3.9818190130776023,238
6086,Agency_20,SKU_05,4476.7065,2015-12-01,568138672,822672453,23.44774775,1519.394486,1330.130825,189.263661,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,12.456518879324143,104
6087,Agency_48,SKU_23,0.0,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1739969,210213,0,0,0,1,0,0,0,0,0,0,0,0,0.0,155
6088,Agency_60,SKU_04,2890.89975,2015-12-01,568138672,822672453,23.44774775,2101.60542,1735.145817,366.45960299999996,2180611,211936,0,0,0,1,0,0,0,0,0,0,0,0,17.43712685133825,186
6089,Agency_40,SKU_18,0.0,2015-12-01,568138672,822672453,25.31692308,0.0,0.0,0.0,143299,137912,0,0,0,1,0,0,0,0,0,0,0,0,0.0,315
6090,Agency_52,SKU_01,215.352,2015-12-01,568138672,822672453,31.08227848,1455.22567,1429.5617710000001,25.663899,149811,131764,0,0,0,1,0,0,0,0,0,0,0,0,1.7635683268286493,43
6102,Agency_12,SKU_03,1204.36575,2015-12-01,568138672,822672453,23.44774775,1504.433086,1243.092182,261.340904,1596955,205376,0,0,0,1,0,0,0,0,0,0,0,0,17.371387696268734,78
6091,Agency_51,SKU_01,4849.524,2015-12-01,568138672,822672453,24.403000000000002,1442.960881,1266.382818,176.578063,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,12.237203747174902,260
6093,Agency_48,SKU_17,0.0,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1739969,210213,0,0,0,1,0,0,0,0,0,0,0,0,0.0,157
6094,Agency_25,SKU_21,0.0,2015-12-01,568138672,822672453,27.30823529,0.0,0.0,0.0,53598,95032,0,0,0,1,0,0,0,0,0,0,0,0,0.0,231
6095,Agency_52,SKU_02,1274.184,2015-12-01,568138672,822672453,31.08227848,1458.600505,1201.326702,257.273803,149811,131764,0,0,0,1,0,0,0,0,0,0,0,0,17.638400790215,47
6096,Agency_38,SKU_14,8.2644,2015-12-01,568138672,822672453,23.44774775,2543.94312,2073.299837,470.643283,1515841,173884,0,0,0,1,0,0,0,0,0,0,0,0,18.500542692951406,272
6097,Agency_51,SKU_07,75.6675,2015-12-01,568138672,822672453,24.403000000000002,1616.6131050000001,1616.0734300000001,0.539675,1750152,238870,0,0,0,1,0,0,0,0,0,0,0,0,0.033383064774796564,265
6098,Agency_52,SKU_05,970.89675,2015-12-01,568138672,822672453,31.08227848,1540.332374,1449.696848,90.635526,149811,131764,0,0,0,1,0,0,0,0,0,0,0,0,5.884153805365646,46
6099,Agency_48,SKU_28,0.0,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1739969,210213,0,0,0,1,0,0,0,0,0,0,0,0,0.0,158
6100,Agency_34,SKU_04,0.639,2015-12-01,568138672,822672453,25.84,2147.852112,1995.5492960000001,152.30281599999998,12271,97222,0,0,0,1,0,0,0,0,0,0,0,0,7.090935877246281,109
6092,Agency_34,SKU_22,3.2376,2015-12-01,568138672,822672453,25.84,1885.5571260000002,1733.044154,152.512972,12271,97222,0,0,0,1,0,0,0,0,0,0,0,0,8.088483233787741,111
6038,Agency_38,SKU_05,4280.7885,2015-12-01,568138672,822672453,23.44774775,1533.729121,1384.6864380000002,149.042683,1515841,173884,0,0,0,1,0,0,0,0,0,0,0,0,9.7176666309122,270
6037,Agency_48,SKU_04,4377.597,2015-12-01,568138672,822672453,24.403000000000002,2104.398981,1694.274589,410.124392,1739969,210213,0,0,0,1,0,0,0,0,0,0,0,0,19.48890850560624,151
6036,Agency_56,SKU_02,1743.12,2015-12-01,568138672,822672453,22.87647059,1475.5909689999999,977.4069777000001,498.18399129999995,1901290,206553,0,0,0,1,0,0,0,0,0,0,0,0,33.76165900755117,75
5974,Agency_01,SKU_05,13.9941,2015-12-01,568138672,822672453,19.80333333,1756.456273,1646.381428,110.074845,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,6.2668707836372075,252
5975,Agency_16,SKU_20,27.2214,2015-12-01,568138672,822672453,23.44774775,1855.562884,1730.3791410000001,125.18374299999999,1232242,246911,0,0,0,1,0,0,0,0,0,0,0,0,6.746402618818495,61
5976,Agency_16,SKU_04,1630.79175,2015-12-01,568138672,822672453,23.44774775,2079.6985649999997,1757.3672210000002,322.331344,1232242,246911,0,0,0,1,0,0,0,0,0,0,0,0,15.4989453483611,56
5977,Agency_18,SKU_03,0.0,2015-12-01,568138672,822672453,31.08227848,0.0,0.0,0.0,60189,135477,0,0,0,1,0,0,0,0,0,0,0,0,0.0,141
5978,Agency_15,SKU_02,390.31199999999995,2015-12-01,568138672,822672453,23.44774775,1449.526934,1349.713743,99.813191,200260,104564,0,0,0,1,0,0,0,0,0,0,0,0,6.885914891182009,95
5979,Agency_15,SKU_05,204.1605,2015-12-01,568138672,822672453,23.44774775,1524.568015,1424.130629,100.437386,200260,104564,0,0,0,1,0,0,0,0,0,0,0,0,6.587924252103636,94
5980,Agency_32,SKU_03,804.9689999999999,2015-12-01,568138672,822672453,21.94871795,1560.063823,1532.8062,27.257623,1199179,126063,0,0,0,1,0,0,0,0,0,0,0,0,1.7472120433883045,146
5981,Agency_01,SKU_11,12.2688,2015-12-01,568138672,822672453,19.80333333,1807.0505059999998,1643.350022,163.70048400000002,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,9.058987751391607,254
5973,Agency_46,SKU_17,0.0,2015-12-01,568138672,822672453,24.403000000000002,0.0,0.0,0.0,1709754,212229,0,0,0,1,0,0,0,0,0,0,0,0,0.0,321
5982,Agency_31,SKU_01,228.74400000000003,2015-12-01,568138672,822672453,29.63548387,1396.235128,1273.91345,122.321678,181063,102731,0,0,0,1,0,0,0,0,0,0,0,0,8.760822267465542,307
5984,Agency_01,SKU_04,239.8806,2015-12-01,568138672,822672453,19.80333333,2185.396853,1416.627747,768.769106,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,35.17755161698312,250
5985,Agency_31,SKU_02,32.724000000000004,2015-12-01,568138672,822672453,29.63548387,1427.917698,1323.625825,104.291873,181063,102731,0,0,0,1,0,0,0,0,0,0,0,0,7.303773399970844,311
5986,Agency_31,SKU_05,41.535,2015-12-01,568138672,822672453,29.63548387,1672.6291529999999,1513.1709740000001,159.458179,181063,102731,0,0,0,1,0,0,0,0,0,0,0,0,9.533385132860948,310
5987,Agency_16,SKU_03,96.3594,2015-12-01,568138672,822672453,23.44774775,1489.37751,1385.495512,103.881998,1232242,246911,0,0,0,1,0,0,0,0,0,0,0,0,6.9748601212596535,57
5988,Agency_38,SKU_21,0.0,2015-12-01,568138672,822672453,23.44774775,0.0,0.0,0.0,1515841,173884,0,0,0,1,0,0,0,0,0,0,0,0,0.0,273
5989,Agency_28,SKU_06,744.552,2015-12-01,568138672,822672453,31.18529412,1415.970083,827.5212077000001,588.4488752999999,68666,133669,0,0,0,1,0,0,0,0,0,0,0,0,41.55800199205197,32
5990,Agency_15,SKU_04,188.8884,2015-12-01,568138672,822672453,23.44774775,2111.939133,1779.7723839999999,332.16674900000004,200260,104564,0,0,0,1,0,0,0,0,0,0,0,0,15.728045558214488,92
5991,Agency_37,SKU_04,131.0589,2015-12-01,568138672,822672453,26.125,2074.874606,1639.033862,435.84074400000003,32769,96761,0,0,0,1,0,0,0,0,0,0,0,0,21.005642593516807,5
5983,Agency_42,SKU_03,848.7075,2015-12-01,568138672,822672453,25.34382022,1550.867305,1457.382705,93.4846,175794,110057,0,0,0,1,0,0,0,0,0,0,0,0,6.027891599662036,347
5992,Agency_31,SKU_04,1607.724,2015-12-01,568138672,822672453,29.63548387,2188.6346489999996,1667.24429,521.390359,181063,102731,0,0,0,1,0,0,0,0,0,0,0,0,23.822631120192966,308
5972,Agency_01,SKU_02,32.832,2015-12-01,568138672,822672453,19.80333333,1471.550154,1293.138117,178.412037,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,12.124088092752833,253
5970,Agency_18,SKU_04,372.1536,2015-12-01,568138672,822672453,31.08227848,2073.274648,1735.815748,337.4589,60189,135477,0,0,0,1,0,0,0,0,0,0,0,0,16.276613439783887,140
5952,Agency_39,SKU_05,9326.3325,2015-12-01,568138672,822672453,23.44774775,1541.407351,1309.1398880000002,232.267463,1448423,131411,0,0,0,1,0,0,0,0,0,0,0,0,15.068532198793177,342
5953,Agency_39,SKU_04,2263.40175,2015-12-01,568138672,822672453,23.44774775,2093.505989,1706.030786,387.47520299999996,1448423,131411,0,0,0,1,0,0,0,0,0,0,0,0,18.50843537281134,340
5954,Agency_46,SKU_01,4432.86,2015-12-01,568138672,822672453,24.403000000000002,1430.756386,1337.46943,93.286956,1709754,212229,0,0,0,1,0,0,0,0,0,0,0,0,6.520114599020214,316
5955,Agency_46,SKU_04,6370.9575,2015-12-01,568138672,822672453,24.403000000000002,2097.519839,1696.490432,401.029407,1709754,212229,0,0,0,1,0,0,0,0,0,0,0,0,19.11921878131995,317
5956,Agency_18,SKU_01,0.43200000000000005,2015-12-01,568138672,822672453,31.08227848,0.0,0.0,0.0,60189,135477,0,0,0,1,0,0,0,0,0,0,0,0,0.0,139
5957,Agency_32,SKU_01,1809.864,2015-12-01,568138672,822672453,21.94871795,1364.7265949999999,1354.258981,10.467614,1199179,126063,0,0,0,1,0,0,0,0,0,0,0,0,0.7670117984327843,144
5958,Agency_46,SKU_03,2034.0375,2015-12-01,568138672,822672453,24.403000000000002,1553.015266,1456.158488,96.856778,1709754,212229,0,0,0,1,0,0,0,0,0,0,0,0,6.236691945048787,318
5959,Agency_32,SKU_02,2624.508,2015-12-01,568138672,822672453,21.94871795,1373.132274,1351.4825050000002,21.649769,1199179,126063,0,0,0,1,0,0,0,0,0,0,0,0,1.5766703186527824,148
5971,Agency_32,SKU_04,3045.09075,2015-12-01,568138672,822672453,21.94871795,2080.259959,1840.844264,239.41569500000003,1199179,126063,0,0,0,1,0,0,0,0,0,0,0,0,11.508931562336533,145
5960,Agency_16,SKU_01,9194.58,2015-12-01,568138672,822672453,23.44774775,1414.832771,1278.396255,136.43651599999998,1232242,246911,0,0,0,1,0,0,0,0,0,0,0,0,9.643296281833154,55
5962,Agency_32,SKU_05,4187.6865,2015-12-01,568138672,822672453,21.94871795,1496.553078,1445.1603289999998,51.392749,1199179,126063,0,0,0,1,0,0,0,0,0,0,0,0,3.4340745915060693,147
5963,Agency_32,SKU_14,47.7972,2015-12-01,568138672,822672453,21.94871795,2421.144601,2364.330516,56.814085,1199179,126063,0,0,0,1,0,0,0,0,0,0,0,0,2.3465795878748508,149
5964,Agency_16,SKU_07,15.045,2015-12-01,568138672,822672453,23.44774775,1494.312712,1410.815055,83.49765699999999,1232242,246911,0,0,0,1,0,0,0,0,0,0,0,0,5.587696358966663,60
5965,Agency_18,SKU_05,523.2132,2015-12-01,568138672,822672453,31.08227848,1512.713672,1371.422147,141.291525,60189,135477,0,0,0,1,0,0,0,0,0,0,0,0,9.340268923014005,142
5966,Agency_39,SKU_03,229.6044,2015-12-01,568138672,822672453,23.44774775,1476.669592,1326.798286,149.871306,1448423,131411,0,0,0,1,0,0,0,0,0,0,0,0,10.149278268608107,341
